,asin,helpful,overall,reviewText,reviewTime,reviewerID,reviewerName,summary,unixReviewTime
15150,B003POL69C,"[14, 14]",1,"['ive', 'bought', 'five', 'over', 'last', '2', 'years', 'various', 'bottles', 'griots', 'products', 'use', 'far', 'four', 'blown', 'internal', 'seals', 'now', 'leak', 'fluid', 'over', 'hand', 'spray', 'maybe', 'dozen', 'uses', 'sometimes', 'less', 'sprayers', 'included', 'products', 'wouldnt', 'bad', 'griots', 'sells', 'separately', 'inexcusable', 'call', 'finest', 'sprayer', 'makes', 'worse', 'ive', 'found', 'sprayers', 'local', 'home', 'improvement', 'store', 'half', 'price', 'including', 'bottle', 'superior', 'one', 'ill', 'continue', 'use', 'griots', 'products', 'sprayers', 'ill', 'look', 'elsewhere']","09 13, 2011",ASGXHN4P5M2YK,K. Morrison,Not up to Griot's usual standard,1315872000
15151,B003POL69C,"[3, 3]",1,"['finest', 'pleased', 'experienced', 'worst', 'although', 'griots', 'good', 'productsand', 'goodthis', 'one', 'miserable', 'using', 'speed', 'shine', 'lays', 'big', 'goobers', 'liquid', 'car', 'runs', 'everywhere', 'tried', 'several', 'those', 'havei', 'once', 'bought', '3', 'themand', 'failed', 'friend', 'details', 'cars', 'old', 'sprayers', 'fine', 'hates', 'oneand', 'real', 'griots', 'bigotcheck', 'out', 'chemical', 'guys', 'really', 'good', 'onehowever', 'product', 'leave', 'much', 'desired', 'sprayer', 'good', 'very', 'fine', 'controllable', 'mist', 'lays', 'down']","07 3, 2012",ALMIFFHNE45JX,"Roger Schaaf ""Sxrxrnr""",Miserable sprayer,1341273600
15163,B003POLA84,"[1, 1]",2,"['using', 'clay', 'assumed', 'clay', 'pain', 'use', 'trying', 'different', 'brand', 'know', 'better', 'clay', 'falls', 'apart', 'trying', 'use', 'very', 'mild', 'clay', 'isnt', 'bad', 'thing', 'want', 'better', 'results', 'recommend', 'another', 'brand']","10 23, 2013",A2KNN7Y0YVZ14M,M. Dietz,Not the best Clay,1382486400
15164,B003POLA84,"[0, 0]",2,"['found', 'soft', 'everythin', 'hands', 'nails', 'such', 'doesnt', 'pick', 'up', 'everything', 'go', 'over', 'same', 'surface', '2', '3', 'times', 'glossy', 'smooth', 'finish', 'yellow', 'color', 'clays', 'seems', 'added', 'paint', 'color', 'started', 'coming', 'clay', 'going', 'over', 'surface', 'good']","03 17, 2014",A1ZHTBTBO99KD4,MellonC,too soft - doesn't pick up all dirt,1395014400
15171,B003Q54V88,"[2, 3]",1,"['experience', 'probably', 'exception', 'unit', 'bought', 'several', 'hundred', 'people', '4', 'star', 'plus', 'rating', 'opened', 'package', 'lifted', 'out', 'thought', 'baby', 'rattle', 'electrical', 'device', 'shouldnt', 'loose', 'pieces', 'inside', 'think', 'electrical', 'short', 'blowing', 'up', 'expensive', 'electronics', 'didnt', 'even', 'try', 'plug', 'im', 'blaming', 'seller', 'manufacturer', 'quality', 'control', 'issue', 'unit', 'packaging', 'arrived', 'intact']","06 21, 2013",A2HKUM9OEBQKDW,Kona Mike,First thing I've ever returned to Amazon - Not blaming seller,1371772800
15195,B003S2E4UE,"[0, 1]",1,"['flexible', 'thought', 'sanded', 'bu', 'joining', 'two', 'edges', 'together', 'simple', 'crack', 'opposed', 'total', 'separated', 'parts', 'failure', 'plastic', 'bond', 'opened', 'up', 'along', 'crack', 'liewanted', 'make', 'plastic', 'tab', 'joining', 'larger', 'partafter', 'having', '1', 'inch', 'crack', 're', 'appear', 'flat', 'surface', 'doubt', 'additional', 'infotried', 'use', 'attach', 'different', 'plastics', 'togetrher', 'effectivethis', 'stuff', 'useless', 'repeat', 'bonding', 'plastics', 'ends', 'up', 'glazing', 'putty', 'permanent', 'adhesion', 'breaks', 'easilyi', 'ould', 'rate', 'stuff', 'zero', 'star', 'possibeugh']","03 29, 2013",A3L8YH446HUCVM,Dallas viewer,Better off using silly putty,1364515200
15197,B003S2E4UE,"[0, 0]",2,"['went', 'easy', 'enough', 'dried', 'hard', 'material', 'work', 'well', 'type', 'composite', 'working', 'old', 'pellet', 'gun', 'stock', 'state', 'bond', 'types', 'materials', 'guess', 'one']","06 10, 2014",A2UFNB9REUD4I3,"Robert J. Curry ""Bob Curry""",Not good on some plastics,1402358400
15251,B003TTL0TE,"[1, 4]",1,"['bought', 'substitute', 'lambswool', 'mitt', 'wash', 'mitt', 'large', 'very', 'heavy', 'clumsy', 'wet', 'theres', 'inner', 'lining', 'prevents', 'spinning', 'mitt', 'hand', 'expose', 'unused', 'side', 'inner', 'lining', 'clings', 'handalso', 'microfiber', '34fingers34', 'easilty', 'catch', 'car', 'trimi', 'wont', 'using', 'again', 'wash', 'car']","04 7, 2014",A6I0LUYEHG4KC,Timazon,"Too Big and Heavy, Hard To Use For Washing Car",1396828800
15257,B003TTRORQ,"[1, 2]",1,"['bought', 'stuff', 'didnt', 'clean', 'anything', 'chrome', 'rims', 'worthless', 'crap', 'wouldnt', 'mind', 'getting', 'money', 'back', 'red', 'bottle', 'goop']","04 18, 2014",AS5Y2CHTD31NC,Scott C. Smith,cheap rim cleaner from walmart works better than this crap,1397779200
15268,B003TU662Y,"[0, 1]",2,"['good', 'cleaning', 'tubs', 'believe', 'description', 'work', 'tubsbathrooms', 'took', 'lot', 'elbow', 'grease', 'anything', 'ended', 'up', 'using', 'thedico', '541786212', 'nyalox', 'cup', 'brush', '212inch', 'blue', '240', 'grit', 'worked', 'great']","12 18, 2013",A1A14CF173OQJ4,Stephen Cirelli,Not good for cleaning tubs,1387324800
15306,B003U4TL3U,"[0, 0]",1,"['pump', 'nearly', 'good', 'lead', 'believeit', 'leaks', 'car', 'wash', 'liquid', 'microfiber', 'detergent', 'even', 'done', 'continues', 'drip', 'making', 'big', 'mess', 'maybe', 'works', 'better', 'something', 'thicker', 'waxi', 'regret', 'purchase', 'better', 'pouring', 'liquids', 'out', 'container', 'instead']","09 30, 2013",A1F9Z42CFF9IAY,T. Tom,Nearly useless for liquids,1380499200
15325,B003UM42J0,"[7, 8]",1,"['well', 'ive', 'never', 'heard', 'before', 'product', 'jack', 'unabable', 'lift', 'car', 'high', 'enough', '2', 'ton', 'jacks', 'reccomended', 'along', 'product', 'unless', 'dam', 'even', 'driveway', 'jack', 'lift', 'little', 'bit', 'higher']","05 24, 2012",AXVDOVICKXGW4,"Derek Mitchell ""Runeknight95""",Only another inch...,1337817600
15395,B003UT6LCO,"[1, 3]",2,"['good', 'except', 'outlet', 'hole', 'smallit', 'perfect', 'made', 'hole', 'bigger']","08 3, 2013",A5P796BS7E515,S. J. KIM,The outlet hole is too small,1375488000
15414,B003UX3T34,"[0, 0]",1,"['areas', 'miss', 'rinse', 'before', 'dries', 'soap', 'leaves', 'major', 'water', 'spots', 'water', 'water', 'measures', '4070', 'ppm', 'tds', 'scale', 'mineral', 'depositsthese', 'water', 'spots', 'happen', 'soaping', 'car', 'sun', 'allowed', 'dry', 'car', 'simply', 'wipe', 'down', 'inside', 'door', 'jams', 'well', 'etcive', 'definitely', 'better', 'luck', 'car', 'wash', 'soaps']","10 17, 2013",A1F9Z42CFF9IAY,T. Tom,Leaves water spots too easily,1381968000
15420,B003UXFNTW,"[5, 6]",1,"['im', 'big', 'fan', 'chemical', 'guys', 'products', 'id', 'applicators', 'waste', 'money', 'waste', 'time', 'use', 'noticeable', 'problem', 'poarticular', 'product', 'blue', 'plastic', 'sleeves', 'hold', 'foam', 'applicators', 'seen', 'products', 'picturealmost', 'immediately', 'upon', 'contact', 'tirerubber', 'surface', 'foam', 'comes', 'out', 'plastic', 'sleeve', 'repeatedly', 'tried', 'applications', 'several', 'different', 'pieces', 'happened', 'over', 'over', 'each', 'themcolor', 'unimpressed', 'product', 'dont', 'waste', 'moneythey', 'look', 'nifty', 'fancy', 'hardly', 'want', 'quality', 'chemical', 'guys', 'applicators', 'green', 'black', 'contoured', 'applicators', 'section', 'superbthese', 'ill', 'mark', 'down', 'abherration']","01 12, 2013",ADC433VUZKOGW,Todd G. Standland,Not Pleased At All,1357948800
15468,B003V3RVWI,"[3, 6]",2,"['totally', 'unimpressedi', 'ride', 'motorcycle', 'people', 'ride', 'use', 'waterless', 'carcycle', 'wash', 'products', 'time', 'tried', 'many', 'many', 'different', 'varieties', 'along', 'lines', 'product', 'griots', 'garage', '11285', 'sprayon', 'car', 'wash', 'kit', 'leave', 'much', 'desired', 'leave', 'bugs', 'road', 'grime', 'leaves', 'lessthan', 'shiny', 'end', 'resultthat', 'towels', 'greatthe', 'price', '2999', 'one', 'bottle', 'three', 'towels', 'far', 'overpricedmy', 'recommendationget', 'ez', 'detailer', 'awesome', 'applies', 'evenly', 'cleans', 'bugs', 'road', 'grime', 'leaves', 'shiny', 'bike', 'see', 'here', 'directly', 'website', 'case', 'thats', 'doez', 'wax', '579221', 'detailer', 'waterless', 'cleaning', 'wax', '4', 'packi', 'think', 'buy', 'home', 'site', 'sometimes', 'send', 'free', 'towels', 'order', 'cyclical', 'special', 'offeri', 'hope', 'saves', '30', 'bucks', 'lol']","01 29, 2013",A30R8VFR16RE32,Kristin,Get the EZ Detailer instead!,1359417600
15476,B003V3TQEE,"[0, 0]",2,"['kit', 'comes', 'several', 'microfiber', 'cloths', 'large', 'jug', 'interior', 'cleaner', 'pretty', 'sizable', 'bottle', 'leather', 'care', 'spray', 'impressive', 'overall', 'im', 'going', 'ere', 'side', 'caution', 'particular', 'leather', 'kit', 'wont', 'harm', 'factory', 'dyed', 'leather', 'market', 'leather', 'up', 'grabs', 'doesnt', 'state', 'ingredients', 'anywhere', 'bottles', 'packaging', 'clearly', 'very', 'strong', 'alcohol', 'chemical', 'smell', 'likes', 'hospital', 'cleaner', 'smell', 'dissipates', '10', 'minutes', 'wouldnt', 'brand', 'new', 'leather', 'smell', 'afterwards', 'doubts', 'clean', 'leather', 'within', 'inch', 'lfe', 'conditioning', 'leather', 'supple', 'softness', 'moisturiing', 'muchi', 'horror', 'stories', 'stripping', 'leather', 'believe', 'possible', 'based', 'smell', 'choose', 'try', 'definitely', 'make', 'sure', 'spot', 'test', 'inconspicuous', 'area', 'first', 'make', 'sure', 'area', 'well', 'ventilated', 'think', 'work', 'wonders', 'youre', 'dealing', 'musty', 'mildewy', 'smell', 'way', 'recommend', 'conditioning', 'lotions', 'leather', 'care', 'spray', 'cleaning', 'ive', 'tried', 'several', 'leather', 'cleaners', 'conditioners', 'coat', 'shoes', 'accessories', 'blue', 'magic', 'name', 'brands', 'decent', 'results', 'nothing', 'potent', 'smell', 'believe', 'something', 'smells', 'industrialalcohol', 'laden', 'cant', 'good', 'leather', 'long', 'term']","01 14, 2013",A2KY76HK8DYRL3,A Book a Day,"Not sure what's in it, and not sure it's worth the risk",1358121600
15516,B003V4T58K,"[0, 0]",2,"['price', 'quality', 'buzz', 'expected', 'more', 'wiper', 'really', 'out', 'nothing', 'special', 'especially', 'treat', 'windows', 'rainx', 'yourselfbut', 'given', 'large', 'length', 'looses', 'friction', 'toward', 'tips', 'see', 'leaves', 'water', 'behindupdated', 'wiper', 'loosing', 'traction', 'even', 'cleaning', 'blade', 'still', 'doesnt', 'wipe', 'well', 'first', 'days', 'bad', 'ive', 'used', 'couple', 'times', 'past', '3', 'months', 'purchase']","05 7, 2013",ATI35LDGKQ8S4,Mr RG,the far edges are the issue,1367884800
15519,B003V4T58K,"[0, 0]",1,"['once', 'winter', 'hit', 'road', 'salt', 'blades', 'began', 'causing', 'lot', 'smearing', 'highly', 'recommend', 'rainx', 'latitude']","05 15, 2014",A16HA1QAOJD6XX,"rjeii2 ""rjeii2""",The repel formula seems to leave smears,1400112000
15520,B003V4T58K,"[0, 0]",1,"['wipers', 'noisy', 'leave', 'streaks', 'tell', 'werent', 'well', 'made', 'right', 'took', 'out', 'package', 'pay']","04 12, 2013",A1NDLSP4GCL3XD,"SeattleCirca1981 ""Circa1981""",These wipers are garbage.,1365724800
15579,B003VLBPJA,"[0, 0]",1,"['thought', 'company', 'consistant', 'product', 'value', 'plastic', 'hooks', 'bend', 'fingertips', 'instead', 'last', 'years', 'metal', 'hooks', 'found', 'out', 'lowered', 'price', '3', 'bucks', '2', 'weeks', 'bought', 'recentlythanks', 'lesson']","04 5, 2013",A1TEBSNK5A9XX9,JUL,Eh!,1365120000
15581,B003VLBPJA,"[1, 1]",1,"['purchased', '1', 'cargo', 'net', 'same', 'time', 'little', 'worried', 'potential', 'one', 'cheap', 'untrustworthy', 'ride', '1600', 'miles', 'motorcycle', 'didnt', 'want', 'worry', 'net', 'breaking', 'thank', 'god', 'one', 'terrible', 'youll', 'notice', '2', 'different', 'nets', 'pictured', 'products', 'page', 'one', 'thick', 'plasticlooking', 'hooks', 'another', 'picture', 'very', 'thin', 'metallooking', 'hooks', 'net', 'arrived', 'very', 'thin', 'one', 'package', 'read', 'bicycle', 'cargo', 'net', 'consider', 'heavy', 'duty', 'enough', 'use', 'motorcycle', '2', 'more', 'find', 'cargo', 'nets', 'amazon', 'actually', 'heavy', 'dutyi', 'find', 'myself', 'wondering', 'positive', 'reviewers', 'actually', 'received', 'net', 'thicker', 'hooksmy', 'recommendation', 'spend', 'extra', 'couple', 'dollars', 'better', 'net', 'heres', 'oneb003m694t2']","08 27, 2013",A2EZBKKBVLNXQ4,kyldh,Rip-off. Buyer beware.,1377561600
15596,B003VXRPL0,"[0, 1]",1,"['yellow', 'clear', '60', 'use', 'exchanging', 'brake', 'fluid', 'systemi', 'wanted', 'yellow', 'blue', 'see', 'exchanged', 'fluid', 'possible', 'itembeware', 'wil', 'unable', 'return', 'through', 'amazon']","06 13, 2014",A3L8YH446HUCVM,Dallas viewer,CLear not Yellow,1402617600
15608,B003VZLJFG,"[0, 0]",2,"['cloudy', 'yellow', 'headlights', 'rx330', 'bought', 'kit', 'hoping', 'good', 'results', 'cloudiness', 'lenses', 'partially', 'removed', '50', 'better', 'followed', 'steps', 'closely', 'end', 'plastic', 'lens', 'more', 'noticeable', 'fine', 'scratches', 'before', 'basically', 'fine', 'sandpaper', 'system', 'seems', 'final', 'coat', 'oil', 'based', 'gel', 'makes', 'plastic', 'look', 'wet', 'shiny', 'doubt', 'last', 'more', 'week', 'fully', 'happy', 'result', 'whim', 'out', 'novus', 'kit', '123', 'bought', 'amazon', 'plastic', 'boat', 'around', 'home', 'gave', 'lens', 'good', 'novus', '3', 'rubbing', '2', 'final', 'polish', 'coat', 'novus', '1', 'honestly', 'think', 'results', 'much', 'better', 'rain', 'x', 'kit', 'less', 'scratching', 'seemed', 'more', 'effective', 'think', 'novus', '123', 'kit', 'cost', 'around', '12', 'remember', 'few', 'years', 'ago']","07 28, 2013",A3EVP3WXAOP6SV,Expertreviewer,Partial restoration only of Lexus Headlight - Novus a better option?,1374969600
15609,B003VZLJFG,"[0, 5]",1,"['buy', 'new', 'light', 'covers', 'deal', 'having', 'dim', 'lights', 'traveling', 'carnival', 'worth', 'wouldnt', 'use', 'product', 'even', 'free']","04 4, 2014",AY57N4GD6TVDP,"G-13 ""Gman""",its a gimic,1396569600
15644,B003WHBVDI,"[9, 11]",1,"['carb', 'spout', 'difficult', 'use', 'nearly', 'worthless', 'leakproof', 'extended', 'outside', 'position', 'spout', 'leakproof', 'stored', 'inside', 'removed', 'gas', 'drips', 'everywhere', 'vocs', 'volitile', 'organic', 'compounds', 'permeate', 'through', 'plastic', 'over', 'timei', 'tried', 'camper', 'fuel', 'primus', 'msr', 'bottles', 'awfully', 'expensivenow', 'use', 'empty', 'cans', 'fuel', 'south', 'trufuel', 'premixed', '501', 'product', 'use', '2', 'cycle', 'string', 'trimmer', 'lawn', 'blowertrufuel', '50fuel', 'premixed', '501', '2', 'cycle', 'fuel', '6', 'quart', 'cansthe', 'cans', 'under', '6', 'each', 'sales', 'tax', 'lowes', 'home', 'depotthey', 'dot', 'approved', 'transporting', 'gasoline', 'tin', 'lined', 'steel', 'voc', 'permeation', 'through', 'wallsthey', 'come', 'locking', 'child', 'resistant', 'safety', 'cap', 'remove', 'cap', 'pours', 'easily', 'motorcycle', 'gas', 'tank', 'funnel', 'carb', 'spout', 'neededyou', 'need', 'funnel', 'fill', 'howeverthey', 'one', 'quart', 'each', 'carry', 'many', 'needbest', 'thing', 'free', 'saves', 'having', 'recycle', 'put', 'trash', 'placed', 'landfill']","08 27, 2012",A2HW2SW830Y2LC,Happy Shopper,"SAVE YOUR MONEY and get ""FREE"" or nearly ""FREE"" metal spare gas cans...",1346025600
15676,B003YCGKA0,"[0, 0]",1,"['terrible', 'quality', 'towels', 'leave', 'behind', 'tons', 'lint', 'immediately', 'began', 'become', 'threadbare', 'few', 'months', 'limited', 'use', 'towels', 'destroyed']","01 16, 2014",A1S9E4V6HIUCMJ,jda,"Terrible quality, you get what you pay for",1389830400
15699,B003YJJHI0,"[1, 5]",1,"['bought', 'recommendation', 'reviews', 'read', 'forest', 'river', 'owners', 'groupfrogwebsite', 'protecting', 'campers', 'plumbing', 'hooked', 'shore', 'water', 'supply', 'attaching', 'first', 'time', 'reduced', 'pressure', 'such', 'low', 'level', 'hardly', 'water', 'coming', 'through', 'faucet', 'remove', 'decent', 'water', 'flow', 'perhaps', 'shore', 'water', 'pressure', 'already', 'set', 'correct', 'pressure', 'camper', 'already', 'water', 'pressure', 'reducer', 'built', 'valve', 'proved', 'useless', 'wasted', 'money']","05 6, 2013",A301X1Z2T4S841,"J. J. DiFazio ""jjdcamper""",Valterra water pressure reducer,1367798400
15720,B003YJLAIK,"[1, 2]",1,"['leaked', 'right', 'out', 'box', 'little', 'hole', 'top', 'someone', 'suggested', 'diaphragm', 'protecting', 'water', 'lines', 'find', 'hard', 'believe', 'setup', 'same', 'site', 'several', 'weeks', 'prior', 'buying', 'regulator', 'amazon', 'part', 'gave', 'refund', 'going', 'email', 'valterra', 'see', 'price', 'high', 'expectations']","01 31, 2014",A1XDRM8B3E6LCT,FireBean,Leaks,1391126400
15721,B003YJLAIK,"[2, 3]",2,"['good', 'job', 'regulating', 'water', 'pressure', 'gave', '2', 'star', 'rating', 'pressure', 'gage', 'quit', '7', 'months', 'called', 'valyerra', 'explained', 'problem', 'send', 'new', 'gage', '6', 'months', 'ago', 'emailed', 'still', 'response']","12 15, 2013",A12NPKCNK7NEAQ,GaryHart,RV Water Regulator,1387065600
15783,B003ZE32F8,"[7, 8]",2,"['bought', 'based', 'good', 'reviews', 'quite', 'disappointed', 'received', 'product', 'finish', 'seems', 'decent', 'good', 'heft', 'receiver', 'entirely', 'small', 'lots', 'play', 'hitch', 'furthermore', 'receiver', 'gets', 'narrow', 'allow', 'dring', 'install', 'mine', 'completely', 'center', 'uneven', 'yes', 'made', 'china']","04 26, 2012",A6DF9OQYVGS8X,adg44,Extremely cheap and loose fitting,1335398400
15792,B003ZE32F8,"[0, 0]",1,"['hitchshackle', 'very', 'well', 'constructed', 'huge', 'flaw', 'edges', 'mine', 'arent', 'rounded', 'over', 'wont', 'fit', 'receiver', 'standard', 'hitch', 'receiver', 'think', 'made', 'reese', 'roundededge', 'square', 'opening', 'perfectly', 'square', 'guess', 'tried', 'save', 'costs', 'using', 'square', 'bar', 'stock', 'pita']","12 13, 2013",ATVU6OJLXAROA,"Nate ""aquan8tor""",NOT AS PICTURED!!  Won't fit into standard receiver!!,1386892800
15833,B00404WDUC,"[8, 13]",1,"['unlike', 'reviewers', 'very', 'disappointed', 'product', 'purchased', 'two', 'one', 'seemed', 'okay', 'second', 'more', '510', 'psi', 'accurate', 'measure', 'checked', 'against', 'first', 'unit', 'completely', 'different', 'manufacturers', 'measure', 'even', 'crude', 'gauge', 'air', 'tank', 'measured', 'more', 'accurately', 'gauge', 'price', 'gauge', 'very', 'accurate', 'reliable', 'case']","08 23, 2012",ADHB7JK4M6J7K,"Robert in Savannah ""robert""",Very poor quality for the price,1345680000
15844,B00407NK6A,"[0, 0]",1,"['used', '3', 'cans', 'low', 'grade', 'junk', 'clearcoat', 'applying', 'basecoat', 'glass', 'applying', 'finished2', 'hrs', 'later', 'satin', 'finish', 'looka', 'dull', 'shinecalled', 'duplicolor', 'refundstill', 'waitingthey', 'blow']","08 22, 2013",A14SN8YIYK7JNI,"A customer ""ANDY""",DONT WASTE YOUR MONEY!!!!!,1377129600
15850,B00407RQCY,"[0, 0]",2,"['used', 'product', 'fender', '2004', 'knew', 'perfect', 'match', 'thought', 'closer', 'probably', 'close', 'looking', 'colors', 'caps', 'spray', 'paint', 'walmart', 'product', 'better', 'use', 'less', 'visible', 'touched', 'up', 'small', 'area', 'under', 'door', 'isnt', 'bad']","06 25, 2011",A1WVFNHVUDC6IL,Clark &amp; Natalie Horschel,great for hidden areas,1308960000
15951,B0041DZ48K,"[0, 0]",2,"['installed', 'parking', 'lights', 'fender', 'lights', 'directions', 'didnt', 'match', 'vehicle', 'seems', 'directions', 'older', 'model', 'jeep', 'wrangler', 'managed', 'parking', 'light', 'covers', 'fender', 'signal', 'covers', 'need', 'update', 'information', 'rugged', 'ridge']","06 20, 2014",A1ECHITJFUM7P9,Rob Gadsden,ok,1403222400
15956,B0041EBSX4,"[0, 0]",2,"['todayand', 'tried', 'put', 'car', 'well', 'guess', 'holes', 'attachment', 'points', 'way', 'small', 'big', 'surprise', 'guess', 'standard', 'size', 'beware', 'folks', 'makes', 'useless']","04 4, 2014",A2GTBEL7DQCHPM,"ffabric ""ffabric""",Need better info on what the product specs are,1396569600
15990,B00433SIQI,"[0, 1]",2,"['hard', 'apply', 'films', 'self', 'better', 'professional', 'gave', 'up']","04 15, 2013",ANKCQ60FES3EZ,Mack Wu,Hard to install films your self,1365984000
16058,B00466V9AY,"[0, 0]",1,"['program', 'two', 'remotes', 'went', 'through', 'process', 'several', 'times', 'times', 'remotes', 'didnt', 'transmit', 'once', 'programmed', 'take', 'several', 'tries', 'right', 'next', 'truck', 'work', 'wont', 'work', 'ten', 'feet', 'away', 'factory', 'remote', 'putting', 'fresh', 'battery', 'didnt', 'helpwhile', 'work', 'others', 'theyre', 'useless', '2009', 'f150', 'buy', 'risk']","05 4, 2012",ALHWZSTAELK9I,Scott,Barely works. These are *not* OEM,1336089600
16067,B00469L32A,"[5, 7]",2,"['moment', 'took', 'out', 'package', 'felt', 'abrasive', 'suspected', 'scratch', 'alloyclear', 'coated', 'wheels', 'instead', 'first', 'trying', '3k', 'presently', 'installed', 'lexanis', 'tried', 'one', 'winterwheel', 'beyerns', 'wheel', 'clean', 'alright', 'lo', 'behold', 'wheel', 'now', 'hundreds', 'microfine', 'scratches', 'over', 'material', 'way', 'abrasive', 'alloyclear', 'coated', 'wheels', 'literally', 'feels', 'scrub', 'brush', 'use', 'clean', 'showeranyway', 'theyre', 'great', 'cleaning', 'calipers', 'ill', 'use']","10 7, 2012",A191OYZR0NJUFF,AJ,Hundreds of Micro-fine Scratches,1349568000
16069,B00469L32A,"[0, 1]",2,"['wheels', 'large', 'openings', 'between', 'spokes', 'guess', 'didnt', 'think', 'out', 'purchase', 'properly', 'buying', 'thisif', 'smaller', 'openings', 'suit', 'doesnt', 'cover', 'enough', '34real', 'estate34', 'work', 'use']","01 21, 2013",A308CSLMLOO5B0,dredman1,Doesn't work for me and my style of wheel,1358726400
16075,B0046I3I8I,"[0, 0]",2,"['pay', 'price', '0', 'crack', 'sun', 'discolor', 'immediately', 'bought', 'new', 'set', 'adco', 'difference', 'night', 'day', 'adco', 'products', 'bit', 'more', 'money', 'worth', 'penny']","08 17, 2013",A7OG1Z5URP288,Namu,Junk,1376697600
16083,B0047RKS72,"[0, 1]",2,"['company', 'deleted', 'review', 'reposting', 'packaging', 'cheap', 'whole', 'leds', 'feel', 'cheep', 'flimsy', '2', 'out', '8', 'didnt', 'even', 'work', 'yes', 'know', 'one', 'side', 'positive', 'flip', 'around', 'very', 'cheap', 'product', 'honestly', 'expect', 'pay', '5']","10 30, 2011",A18MZYDNVTX5WH,ccaw,Crap,1319932800
16089,B0047RKS72,"[0, 0]",1,"['product', 'came', 'doa', 'flipped', 'bulb', 'still', 'work', 'trying', 'many', 'times', 'believe', 'contact', 'problem', 'plastic', 'fitting', 'small', 'order', 'make', 'proper', 'metal', 'metal', 'contact', 't10', 'bulbs', 'recommend', 'jtech', 'problems', 'similar', 'led', 'bulbs', 'having', 'dome', 'light', 'bulbs', 'worked', 'fine']","05 21, 2014",A5P796BS7E515,S. J. KIM,DOA,1400630400
16101,B0047RV8WG,"[0, 0]",2,"['work', 'well', 'mine', 'very', 'blue', 'white', 'look', 'kinda', 'white', 'day', 'light', 'very', 'blue', 'nightupdate', 'started', 'flicker', 'two', 'months', 'use', 'junk']","12 3, 2013",A6AU1EI1G5MY1,C. Frame,They work and fit well.,1386028800
16104,B0047RV8WG,"[0, 0]",2,"['ok', 'ive', 'purchased', 'couple', 'really', 'hot', 'begin', 'smell', 'burning', 'plastic', '2', 'important', 'very', 'bright', 'yes', 'high', 'powered', 'cheaper', 'smd', 'shame', 'well', 'lesson', 'learned', 'superbrightleds', 'way', 'go', 'except', 'alittle', 'pricey', 'smd', 'very', 'bright', 'wont', 'burn']","11 3, 2012",A7WUH62TQYRHM,Clint,Not very bright and could start a Fire,1351900800
16106,B0047RV8WG,"[1, 1]",2,"['upon', 'led', 'light', 'bulbs', 'ive', 'buying', 'proves', 'reliable', 'very', 'strong', 'light', 'penetration', 'lasts', 'long', 'though', 'breaks', 'easily', 'handled', 'properly', 'two', 'mine', 'broken', 'trying', 'insert', 'positions']","07 9, 2012",AW8ESDU0C82O0,Cushman,Long-lasting Life,1341792000
16120,B0047RV8WG,"[2, 2]",1,"['ive', 'lot', 'luck', 'led', 'auto', 'bulbs', 'amazon', 'exception', 'put', 'ford', 'ranger', '1', 'out', '4', 'worked', 'return', 'refund']","05 22, 2013",A3ETYC1KEQDELJ,"Robb Fladry ""robb_fladry""",3 out of the 4 bulbs were dead on arrival.,1369180800
16124,B0047RV8WG,"[1, 2]",1,"['very', 'poorly', 'madeim', 'going', 'give', '2', 'days', 'before', 'request', 'refund', 'well', 'wait', 'see', 'last', 'installed', 'license', 'plate', 'barely', 'work', 'play', 'around', 'socket', 'fit', 'im100', 'sure', 'hit', 'bump', 'theyll', 'come', 'loose', 'turn']","09 27, 2012",A3CJ3DKELFXX59,TheR3alDanny,Worked but very cheap material-10'Civic sedan ex,1348704000
16125,B0047RV8WG,"[3, 4]",2,"['found', 'lights', 'quite', 'bright', 'regular', '194s', 'whereas', 'plenty', '194', 'led', 'replacement', 'lights', 'bright', 'bought', '12', '3', 'packs', '4', 'three', 'work', '25', 'doa', 'rate', 'little', 'high', 'liking', 'contact', 'company', 'few', 'dollars', 'back']","05 23, 2012",A2HJD2FLI9DNLA,Thomas241,Okay,1337731200
16144,B00480BWBE,"[1, 1]",1,"['rv', 'weighs', 'over', '250', 'pounds', 'warp', 'give', 'way', 'under', 'weight', 'lighter', 'fifth', 'wheel', 'dont', 'anything', 'buckle', 'under', 'weight', 'trailer', 'sink', 'right', 'whatever', 'ground', 'even', 'cement', 'pads', 'stink', 'went', 'back', 'using', 'precut', 'hardwood', 'planks', 'boards', 'glad', 'dont', 'waste', 'money', 'pieces', 'junk', 'even', 'storage', 'bag', 'come', 'cheap', 'flimsy', 'tore', 'one', 'use']","01 2, 2014",A2ETZFYVRCW8FD,F. Rees,Pure junk,1388620800
16201,B00480FHG0,"[0, 0]",1,"['really', 'hoping', 'put', 'out', 'good', 'light', 'found', 'provide', 'less', 'light', 'originals']","05 12, 2014",A3SCKXNV5NQR4I,Thomas G. Watkins,dissappointed,1399852800
16221,B00480FIBE,"[0, 21]",1,"['never', 'good', 'reasonany', 'bulb', 'blue', 'tint', 'significantly', 'lower', 'light', 'output', 'best', 'use', 'regular', 'clear', 'ones', 'blue', 'tint', 'glass']","10 29, 2012",A1UVOKK606C6QH,.,Warning about tinted bulbs,1351468800
