,asin,helpful,overall,reviewText,reviewTime,reviewerID,reviewerName,summary,unixReviewTime
17317,B0058WXNOK,"[1, 1]",1,"['better', 'understand', 'now', 'repair', 'tri', 'mend', 'tear', 'rip', 'simpli', 'forget']","04 16, 2014",A3VTC3D0AYXTT,EURO REVIEW,don't waste you $$$,1397606400
17369,B005C43YHU,"[0, 0]",1,"['buy', 'again', 'tooo', 'small', 'amount', 'margin', 'perform']","07 11, 2014",A1FZQ9YHQK9WZ2,Dave the fish guy,Can not recommend,1405036800
17409,B005EJGSQ2,"[0, 0]",1,"['product', 'work', 'great', 'three', 'day', 'seem', 'good', 'product', 'first', 'definit', 'cant', 'recommend']","07 13, 2014",A9KMLGCWPQTBT,Kwalsh,no good,1405209600
17417,B005EJGSQ2,"[0, 0]",2,"['4', 'month', 'use', 'complet', 'stop', 'work', 'definit', 'buy', 'again']","05 12, 2014",A3SCKXNV5NQR4I,Thomas G. Watkins,Worked good for a while,1399852800
17425,B005ETCIO8,"[4, 4]",1,"['bought', 'led', 'pack', 'specif', 'agt', 'brand', 'arriv', 'generic', 'led', 'singl', 'pack', '2', 'per', 'agt', 'bag', 'see', 'photo', 'yes', 'sure', 'bulb', 'work', 'want', 'technic', 'describ', '10x', '194', '168', '2825', '5smd', 'white', 'high', 'power', 'led', 'car', 'light', 'bulb', 'arent', 'agt10', 'x', 'wedg', 'type', 'bulb', 'agt', 'packag', '2', 'per', 'plastic', 'bag', 'agt', 'brand', 'led', 'bulb', 'known', 'use', 'superior', 'smd', 'bulb', 'perform', 'last', '2x', 'longer', 'competitor', 'led', 'bulb', 'awar', 'seller', 'sell', 'nonagt', 'brand', 'bulb', 'cheaper', 'modul', 'market', 'substitut', 'agt', 'bulb', 'never', 'ship', 'chinahmmm', 'surenot', 'find', 'tight', 'fit', 'holder', 'origin', 'incandesc', 'bulb', 'need', 'tri', 'various', 'bulb', 'until', 'reason', 'fit', 'time', 'tell', 'long', 'cheap', 'presum', 'chines', 'bulb', 'lastunfortun', 'amazon', 'seem', 'use', 'more', 'more', 'untrustworthi', 'sourc']","10 4, 2013",A4WCZVA328QB4,Allen D. Reinecke,Another deceitful seller - YouBizAuto,1380844800
17435,B005ETCIO8,"[0, 0]",2,"['bulb', 'emit', 'light', 'hope', 'suppos', 'more', 'experi', 'led', 'pick', 'better', 'bulb']","12 10, 2013",AW5ANIKHY15CR,"Jim in Martinez ""Grandpa Morris""",Getting the right LED is an experiment at best,1386633600
17438,B005ETCIO8,"[1, 1]",2,"['new', 'review', '34', 'yearal', 'lamp', 'instal', 'develop', 'flicker', 'gone', 'out', 'vendor', 'readili', 'replac', 'first', '23', 'stare', 'flicker', 'within', '2', 'week', 'now', 'rest', 'start', 'flicker', 'one', 'two', 'complet', 'darkthey', 'seem', 'fine', 'fulltim', 'one', 'parkinglicens', 'light', 'first', 'fail', 'overhead', 'dome', 'light', 'best', 'one', 'remain', 'door', 'door', 'open', 'dome', 'light', 'last', 'until', 'one', 'day', 'door', 'open', 'hour', 'clean', 'coupl', 'those', 'start', 'flickeringi', 'havent', 'contact', 'vendor', 'again', 'dont', 'rememb', 'warranti', 'sens', 'go', 'through', 'troubl', 'more', 'faili', 'suspect', 'run', 'adequ', 'resistor', 'intern', 'instead', 'push', 'maximum', 'output', 'rais', 'temp', 'lower', 'lifespanoh', 'well', 'go', 'back', 'incandescent1', 'light', 'qualiti', 'typic', 'slightblu', 'led', 'output', 'brighter', 'incandesc', 'nonfocus', 'hous', 'dome', 'light', 'accept', 'clear', 'marker', 'light', 'licens', 'light', 'etc', 'veri', 'happi', 'interior', 'puddl', 'light', 'dome', 'light', 'throw', 'lot', 'flood', 'light', 'focus', 'len', 'same', 'filament', 'bulb', 'much', 'pinpoint', 'focus2', 'bulb', 'qualiti', 'solid', 'bulb', 'littl', 'tight', 'instal', 'even', 'realli', 'tight', 'socket', 'break', 'run', 'littl', 'warm', 'alwayson', 'use', 'im', 'sure', 'expect', 'longterm', '12', 'instal', '2', 'one', 'element', 'each', 'bulb', 'five', 'start', 'flicker', 'flicker', 'stop', 'press', 'vendor', 'quick', 'replac', 'bulb', 'theyll', 'provid', '90', 'day', 'warranti', 'work', 'me3', 'price', '10', '10', 'led', 'bulb', 'reason', 'keep', 'mind', 'price', 'given', 'troubl', 'cost', 'more', 'incandescent4', 'im', 'give', '5', 'star', 'vendor', 'low', 'price', 'make', 'up', 'problem', 'ive', 'seen', 'far', 'neat', 'product', 'afford', 'experi', 'withedit', 'dock', 'one', 'star', '4', 'aft', 'few', 'month', 'half', 'lost', 'sever', 'led', 'element']","09 11, 2012",A18ZXVF5AQFK35,"meep ""meep""",they fail quickly but the vendor tries,1347321600
17500,B005J3BPCK,"[0, 0]",1,"['instal', '5th', 'wheel', 'rv', 'work', 'great', 'went', 'end', 'summer', 'turn', 'blink', 'complet', 'circuit', 'board', 'handl', 'summer', 'temperatur', 'hot', 'rv', 'buy', 'rv', 'usag', 'unless', 'cooler', 'climat']","12 8, 2013",A2F4OUYS6G6LM0,"Hobbyist ""Chemistry for fun, Computers for mo...",Not suitable for Arizona...,1386460800
17515,B005JCY7RG,"[2, 2]",1,"['updat', '09032013i', 'bought', 'bed', 'rail', 'kit', 'truck', 'need', 'remov', 'stake', 'hole', 'instal', 'rail', '1', 'crack', 'plastic', 'immedi', 'press', 'down', 'screw', '8', 'screw', 'attempt', 'remov', '7', 'strip', 'head', '1', 'actual', 'back', 'itself', 'out', 'befor', 'even', 'end', 'up', 'crack', 'plastic', 'order', 'out', 'aluminum', 'block', 'lock', 'tie', 'down', 'place', 'corrod', 'lock', 'screw', 'block', 'like', 'ruin', 'there', '50', 'goneiniti', 'impressionsveri', 'satisfi', 'product', 'use', '05', 'dodg', '2500', 'kind', 'jingl', 'littl', 'drive', 'etc', 'im', 'annoy', 'swingcas', 'tool', 'box', 'make', 'far', 'more', 'nois', 'seem', 'durabl', 'well', 'made', 'under', 'load', 'shift', 'stake', 'hole', 'theyr', 'line', 'up', 'proper', 'biggi', 'move', 'back']","11 24, 2012",A29BEY0JPNHN7U,thatguyinA2,great... UNTIL YOU WANT TO REMOVE THEM,1353715200
17559,B005JU5VH8,"[0, 0]",2,"['novemb', '21', '2012', 'updat', 'well', 'blade', 'worth', 'extra', 'premium', 'price', 'last', 'bare', '9', 'month', 'car', 'normal', 'life', 'year', '2002', 'buick', 'rendezv', 'ive', 'gone', 'through', 'rough', '9', 'set', 'wiper', 'blade', 'last', 'over', 'year', 'lower', 'part', 'review', 'yes', 'complic', 'rememb', 'pull', 'blade', 'differ', 'blade', 'around', 'those', 'two', 'littl', 'squeez', 'spot', 'hard', 'figur', 'out', 'time', 'wont', 'repurchas', 'bladesth', 'replac', 'blade', 'purchas', 'time', 'michelin', 'hybrid', 'wiper', 'classic', 'frame', 'full', 'blade', 'coveragemichelin', '5022', 'stealth', 'wiper', 'blade', '22', 'pack', '1the', 'origin', 'reviewth', 'bosch', 'icon', 'wiper', 'blade', 'bosch', 'top', 'line', 'frameless', 'wiper', 'outstand', 'blade', 'surpris', 'easi', 'installth', 'import', 'step', 'wiper', 'blade', 'find', 'correct', 'blade', 'care', 'gone', 'day', 'go', 'part', 'counter', 'ask', '24', 'inch', 'refil', 'refil', 'dont', 'exist', 'anymor', 'part', 'finder', 'amazon', 'recommend', 'use', 'blade', 'finder', 'bosch', 'simpli', 'doubl', 'check', 'blade', 'requir', 'lot', 'car', 'two', 'blade', 'differ', 'length', 'odd', 'buick', 'rendezv', 'third', 'rear', 'wiper', 'list', 'part', 'finder', 'both', 'place', 'list', 'two', 'blade', 'b', 'version', 'blade', 'certain', 'pick', 'correct', 'bladeth', 'hardest', 'part', 'instal', 'remov', 'old', 'wiper', 'blade', 'visit', 'bosch', 'blade', 'finder', 'stumbl', 'excel', 'video', 'demonstr', 'replac', 'wiper', 'blade', 'remov', 'old', 'one', 'longest', 'part', 'video', 'particular', 'blade', 'u', 'shape', 'end', 'metal', 'wiper', 'arm', 'usual', 'clip', 'insid', 'u', 'pivot', 'side', 'wiper', 'arm', 'good', 'idea', 'lay', 'towel', 'down', 'windshield', 'case', 'wiper', 'arm', 'jump', 'out', 'hand', 'unheard', 'crack', 'windshield', 'wayth', 'final', 'step', 'open', 'black', 'plastic', 'clip', 'slide', 'u', 'shape', 'end', 'wiper', 'arm', 'through', 'clip', 'holder', 'pull', 'back', 'snap', 'clip', 'down', 'end', 'wiper', 'arm', 'now', 'encas', 'love', 'plastic', 'that', 'there', 'noth', 'more', 'pretti', 'simplereplac', 'both', 'wiper', 'blade', 'buick', 'rendezv', 'midnight', 'took', '20', 'minut', 'total', 'includ', 'wash', 'hand', 'recycl', 'packag', 'materi', 'ill', 'admit', 'ive', 'chang', 'lot', 'wiper', 'bladesth', 'icon', 'blade', 'direct', 'competitor', 'goodyear', 'assur', 'wiper', 'blade', 'pretti', 'amaz', 'see', 'two', 'blade', 'side', 'side', 'real', 'differ', 'between', 'blade', 'bosch', 'aerodynam', 'spoiler', 'help', 'forc', 'blade', 'against', 'car', 'window', 'speed', 'clip', 'mechan', 'goodyear', 'more', 'univers', 'leav', 'clip', 'expos', 'element', 'honest', 'two', 'differ', 'nice', 'look', 'im', 'sure', 'realli', 'make', 'much', 'differ', 'big', 'picturei', 'instal', 'goodyear', 'assur', 'blade', 'year', 'ago', 'couldnt', 'exact', 'rememb', 'clip', 'mechan', 'took', 'moment', 'remov', 'old', 'blade', 'year', 'two', 'replac', 'blade', 'im', 'certain', 'forget', 'plastic', 'cover', 'clip', 'struggl', 'much', 'bosch', 'blade', 'market', 'inform', 'bosch', 'talk', 'clip', 'prevent', 'snow', 'ice', 'build', 'up', 'wiper', 'blade', 'year', 'drive', 'realli', 'bad', 'snow', 'storm', 'ive', 'never', 'seen', 'wiper', 'blade', 'problem', 'cover', 'attach', 'pointthi', 'good', 'look', 'blade', 'bosch', 'goodyear', 'both', 'elimin', 'extern', 'frame', 'pivot', 'point', 'metal', 'plastic', 'holder', 'those', 'realli', 'snow', 'under', 'creat', 'problem', 'now', 'use', 'spring', 'steel', 'plate', 'wrap', 'plastic', 'move', 'part', 'system', 'rubber', 'wiper', 'blade', 'actual', 'exact', 'same', 'extern', 'frame', 'wiper', 'sit', 'insid', 'slot', 'rest', 'end', 'cap', 'attach', 'tight', 'never', 'fall', 'offoveral', 'excel', 'wiper', 'blade', 'given', 'wiper', 'blade', 'last', 'good', 'year', 'two', 'think', 'worth', 'extra', 'cost', 'over', 'bosch', 'blade', 'shop', 'base', 'price', 'versus', 'goodyear', 'assur', 'blade', 'virtual', 'same', 'thinggoodyear', 'gywb76522', 'assur', 'black', '22', 'premium', 'rubber', 'graphit', 'coat', 'wiper', 'blade']","01 25, 2012",A3EXWV8FNSSFL6,Daniel G. Lebryk,Worn Out After Nine Months,1327449600
17570,B005JU5VUK,"[11, 17]",2,"['bosch', 'icon', 'wiper', 'blade', 'bosch', 'top', 'line', 'frameless', 'wiper', 'outstand', 'blade', 'surpris', 'easi', 'installnovemb', '21', '2012', 'updat', 'well', 'blade', 'worth', 'extra', 'premium', 'price', 'last', 'bare', '9', 'month', 'car', 'normal', 'life', 'year', '2002', 'buick', 'rendezv', 'ive', 'gone', 'through', 'rough', '9', 'set', 'wiper', 'lower', 'part', 'review', 'yes', 'complic', 'rememb', 'pull', 'blade', 'differ', 'blade', 'around', 'those', 'two', 'littl', 'squeez', 'spot', 'hard', 'figur', 'out', 'time', 'wont', 'repurchas', 'bladesth', 'import', 'step', 'wiper', 'blade', 'find', 'correct', 'blade', 'care', 'gone', 'day', 'go', 'part', 'counter', 'ask', '24', 'inch', 'refil', 'refil', 'dont', 'exist', 'anymor', 'part', 'finder', 'amazon', 'recommend', 'use', 'blade', 'finder', 'bosch', 'simpli', 'doubl', 'check', 'blade', 'requir', 'lot', 'car', 'two', 'blade', 'differ', 'length', 'odd', 'buick', 'rendezv', 'third', 'rear', 'wiper', 'list', 'part', 'finder', 'both', 'place', 'list', 'two', 'blade', 'b', 'version', 'blade', 'certain', 'pick', 'correct', 'bladeth', 'hardest', 'part', 'instal', 'remov', 'old', 'wiper', 'blade', 'visit', 'bosch', 'blade', 'finder', 'stumbl', 'excel', 'video', 'demonstr', 'replac', 'wiper', 'blade', 'remov', 'old', 'one', 'longest', 'part', 'video', 'particular', 'blade', 'u', 'shape', 'end', 'metal', 'wiper', 'arm', 'usual', 'clip', 'insid', 'u', 'pivot', 'side', 'wiper', 'arm', 'good', 'idea', 'lay', 'towel', 'down', 'windshield', 'case', 'wiper', 'arm', 'jump', 'out', 'hand', 'unheard', 'crack', 'windshield', 'wayth', 'final', 'step', 'open', 'black', 'plastic', 'clip', 'slide', 'u', 'shape', 'end', 'wiper', 'arm', 'through', 'clip', 'holder', 'pull', 'back', 'snap', 'clip', 'down', 'end', 'wiper', 'arm', 'now', 'encas', 'love', 'plastic', 'that', 'there', 'noth', 'more', 'pretti', 'simplereplac', 'both', 'wiper', 'blade', 'buick', 'rendezv', 'midnight', 'took', '20', 'minut', 'total', 'includ', 'wash', 'hand', 'recycl', 'packag', 'materi', 'ill', 'admit', 'ive', 'chang', 'lot', 'wiper', 'bladesth', 'icon', 'blade', 'direct', 'competitor', 'goodyear', 'assur', 'wiper', 'blade', 'pretti', 'amaz', 'see', 'two', 'blade', 'side', 'side', 'real', 'differ', 'between', 'blade', 'bosch', 'aerodynam', 'spoiler', 'help', 'forc', 'blade', 'against', 'car', 'window', 'speed', 'clip', 'mechan', 'goodyear', 'more', 'univers', 'leav', 'clip', 'expos', 'element', 'honest', 'two', 'differ', 'nice', 'look', 'im', 'sure', 'realli', 'make', 'much', 'differ', 'big', 'picturei', 'instal', 'goodyear', 'assur', 'blade', 'year', 'ago', 'couldnt', 'exact', 'rememb', 'clip', 'mechan', 'took', 'moment', 'remov', 'old', 'blade', 'year', 'two', 'replac', 'blade', 'im', 'certain', 'forget', 'plastic', 'cover', 'clip', 'struggl', 'much', 'bosch', 'blade', 'market', 'inform', 'bosch', 'talk', 'clip', 'prevent', 'snow', 'ice', 'build', 'up', 'wiper', 'blade', 'year', 'drive', 'realli', 'bad', 'snow', 'storm', 'ive', 'never', 'seen', 'wiper', 'blade', 'problem', 'cover', 'attach', 'pointthi', 'good', 'look', 'blade', 'bosch', 'goodyear', 'both', 'elimin', 'extern', 'frame', 'pivot', 'point', 'metal', 'plastic', 'holder', 'those', 'realli', 'snow', 'under', 'creat', 'problem', 'now', 'use', 'spring', 'steel', 'plate', 'wrap', 'plastic', 'move', 'part', 'system', 'rubber', 'wiper', 'blade', 'actual', 'exact', 'same', 'extern', 'frame', 'wiper', 'sit', 'insid', 'slot', 'rest', 'end', 'cap', 'attach', 'tight', 'never', 'fall', 'offoveral', 'excel', 'wiper', 'blade', 'given', 'wiper', 'blade', 'last', 'good', 'year', 'two', 'think', 'worth', 'extra', 'cost', 'over', 'bosch', 'blade', 'shop', 'base', 'price', 'versus', 'goodyear', 'assur', 'blade', 'virtual', 'same', 'thinggoodyear', 'gywb76524', 'assur', 'black', '24', 'premium', 'rubber', 'graphit', 'coat', 'wiper', 'blade']","01 25, 2012",A3EXWV8FNSSFL6,Daniel G. Lebryk,Doesn't Go The Distance,1327449600
17631,B005M0LWXW,"[4, 5]",2,"['use', 'recharg', 'iphon', 'laptop', 'work', 'veri', 'well', 'fan', 'turn', 'under', 'load', 'notic', 'big', 'deal', 'radio', 'road', 'nois', 'car', 'drown', 'out', 'invert', 'small', 'fan', 'keep', 'cool', 'advantag', 'unit', 'small', 'size', 'fit', 'compart', 'car', 'lightweight', 'relat', 'inexpens', 'easi', 'connect', 'use', '21', 'amp', 'usb', 'port', 'veri', 'handi', 'charg', 'phone', 'ipod', 'negat', 'nois', 'fan', 'unit', 'unplug', 'power', 'port', 'car', 'turn', 'offthi', 'veri', 'use', 'easi', 'use', 'invert', 'attach', 'direct', 'batteri', 'heavier', 'load', 'test', 'capabilityupd', '12913', 'power', 'invert', 'plug', 'longer', 'work', 'electr', 'connect', 'intermit', 'move', 'wire', 'connect', 'disconnect', 'indic', 'bad', 'intern', 'connect', 'invert', 'durabl', 'enough', 'recommend', 'deduct', '2', 'star']","06 14, 2012",A1S78V0MOUYFUA,L A.,Small and works well for about 8 months,1339632000
17635,B005NLCGF8,"[0, 0]",1,"['never', 'workno', 'help', 'support', 'softwareso', 'sent', 'back', 'money', 'backthey', 'sell', 'crap', 'dont', 'work']","04 24, 2013",A2ZJ6IL2HTS9LO,Jeff J. Presta Sr.,scanner,1366761600
17638,B005NLCGF8,"[0, 0]",1,"['obd', 'scanner', 'month', 'befor', 'recent', 'have', 'need', 'use', 'chevi', 'duramax', 'truck', 'engin', 'light', 'went', 'instal', 'softwar', 'window', '7', 'laptop', 'made', 'connect', 'bluetooth', 'devic', 'good', 'instal', 'program', 'provid', 'user', 'need', 'know', 'go', 'window', 'see', 'com', 'port', 'be', 'use', 'connect', 'bluetooth', 'otherwis', 'setup', 'failth', 'scanner', 'read', 'one', 'dtc', 'number', 'took', 'truck', 'chevi', 'dealer', 'code', 'scanner', 'came', 'back', '6', 'error', 'code', 'glad', 'dealer', 'mechan', 'good', 'one', 'fix', 'one', '6', 'problem', 'includ', 'replac', 'one', 'two', 'nox', 'sensorsveri', 'unimpress', 'scanner', 'miss', '5', '6', 'dtc', 'code', 'better', 'spend', 'more', 'one', 'provid', 'inform']","05 29, 2013",A204K1OFE8OB9Y,Winter,Incomplete reading of codes,1369785600
17653,B005NLQAHS,"[1, 2]",1,"['tri', 'two', 'vehicl', 'need', 'reset', 'unplug', 'restart', 'app', 'bit', 'pain', 'be', 'cautious', 'shut', 'down', 'pickup', 'restart', 'read', 'fuel', 'set', 'silverado', 'work', 'doge', 'ram', '2500', 'better', 'more', 'expens', 'devic', 'work', 'updat']","11 5, 2013",ALUNVOQRXOZIA,Conrad B. Senior,AVOID AVOID AVOID...this is a crap shoot if it works.,1383609600
17670,B005NLQAHS,"[4, 7]",1,"['expect', 'clone', 'qualiti', 'realli', 'whylet', 'list', 'poor1', 'hand', 'solder', 'bad', 'done', 'mani', 'case', 'bad', 'connect', 'inside2', 'use', '5vdc', 'power', 'regul', 'chip', 'good', 'car', 'noisi', 'environ', 'add', 'filter', 'protect', 'weak', 'chipthat', 'die', 'work', 'car', 'ac', 'clutch', 'cycl', 'blow', 'up', '78', 'seri', 'reg', 'side', '110th', 'second', 'fact3', 'processor', 'op', 'code', 'chip', 'firmwar', 'stolen', 'canada', 'compani', 'invent', 'copyright', 'hard', 'cold', 'factth', 'real', 'maker', 'chip', 'here', 'ask', 'themhttpelmelectronicscomobdichtml4', 'app', 'softwar', 'stolen', 'look', 'close', 'see', 'find', 'out', 'illeg', 'version', 'american', 'compani', 'softwarecal', 'ask', 'make', 'ear', 'burn', 'maker', 'look', 'up', 'ask', 'themnow', 'those', 'fact', 'cloneyou', 'pay', 'buy', 'clone', 'anythingif', 'bought', 'real', 'one', 'stay', 'workingher', 'real', 'tool', 'speak', 'english', 'take', 'call', 'help', 'forum', 'dahth', 'real', 'tool', 'herehttpwwwscantoolnetscantoolssmartphonethat', 'be', '4', 'top', 'brand', 'scan', 'tool', 'buy', '3', 'clone', '17', 'sunday', 'one', 'work', '3', 'expect', 'zero', 'workmi', 'last', 'one', 'fail', 'bad', 'solder', 'insid', 'im', 'electron', 'tech', 'retir', 'diagnos', 'repair', 'itth', 'next', 'one', 'die', 'found', '7805', 'chip', 'blown', 'bit', 'chip', 'dont', 'belong', 'car', 'unless', 'know', 'make', 'work', 'filtersi', 'fix', 'use', 'tvs', 'chip', 'input', 'reg', 'work', 'greather', '1', 'chip', 'cloner', 'cant', 'clone', 'want', 'buy', '50', 'cent', 'thousandshttpwwwdigikeycomproductdetailensmdj22casmdj22cactnd2409345that', 'truth']","05 31, 2013",AUL2CD4MXGFA5,"Ichabod Mudd ""Ichabod mudd""","you expect clones to be , quality, really>?  why?",1369958400
17691,B005NLQAHS,"[2, 3]",2,"['seem', 'work', 'fine', 'use', 'torqu', 'app', 'androidissu', 'foundth', 'devic', 'mac', 'address', 'generic', 'caus', 'issu', 'multipl', 'deviceshav', 'enter', 'password', 'devic', 'time', 'app', 'shutdown']","04 4, 2013",A3I7GUWI8MO95K,Patryk,ok,1365033600
17703,B005NLQAHS,"[0, 2]",2,"['never', 'work', 'right', 'out', 'box', 'torqu', 'constant', 'faulti', 'reader', 'until', '2', 'week', 'later', 'larg', 'stop', 'work', 'send', 'updat', 'onc', '5', 'secondsnot', 'accept', 'sent', 'back', 'refund', 'amazon', 'step', 'up', 'nongener', 'scantool', 'appear', 'sever', 'differ', 'copi', 'design', 'float', 'around', 'here', 'ebay', 'probabl', 'come', 'same', 'factori', 'china', 'chang', 'sticker', 'logo']","09 22, 2012",A33RM8D38PH1YC,Shopper,Same generic junk...,1348272000
17707,B005NLQAHS,"[1, 1]",1,"['connect', '2005', 'dodg', 'ram', 'diesel', 'toshiba', 'a100', 'tmobil', 'g2', 'torqu', 'app']","09 1, 2013",A29BEY0JPNHN7U,thatguyinA2,Did not connect,1377993600
17730,B005NXMFW0,"[0, 0]",2,"['bought', '2012', 'jeep', 'wrangler', 'fit', 'great', 'doesnt', 'slide', 'around', 'black', 'dye', 'use', 'fade', 'fast', 'fade', 'dark', 'reddishbrown', '5', 'month', 'put', 'dure', 'time', 'hard', 'top', 'wasnt', 'get', 'barrag', 'uv', 'raysi', 'look', 'elsewher', 'time', 'replac']","05 20, 2014",A1FZ1O1T4FT2BR,Keiff,"Has comfort factor, but that's about it...",1400544000
17738,B005NXMFW0,"[1, 2]",2,"['doesnt', 'fit', 'well', 'time', 'lift', 'consol', 'come', 'dont', 'wast', 'money', 'time', 'tri', 'make', 'work']","03 10, 2013",A2EKR8I45RQSF1,SJW,Rugged Ridge Black Neoprene Center Console Armrest Pad for Jeep,1362873600
17746,B005OL7K4E,"[0, 0]",1,"['decal', 'receiv', 'clear', 'imag', 'shown', 'amazon', 'look', 'great', '5', 'feet', 'away', 'otherwis', 'look', 'look', 'snapshot', '8bit', 'video', 'game', 'veri', 'low', 'resolut', 'ill', 'post', 'pictur', 'here', 'soonupd', 'taken', 'imag', 'car', 'sever', 'peopl', 'alreadi', 'made', 'comment', 'imag', 'resolut', 'contact', 'decal', 'kingz', 'tell', 'product', 'defect', 'want', 'money', 'back', 'declin', '5', 'day', 'past', '30day', 'return', 'markse', 'imag', 'detail', 'httpwwwamazoncomgpcustomermediaproductgalleryb005ol7k4erefcm_ciu_pdp_images_2ieutf8index2isremote0']","01 3, 2013",A2H4R3DOVF10TI,R. Oden,Terrible image resolution!,1357171200
17747,B005PJJ89U,"[0, 0]",2,"['bought', 'think', 'want', 'veri', 'accur', 'gaug', 'one', 'veri', 'hard', 'coupl', 'schrader', 'valv', 'found', 'accuraci', 'question', 'compar', 'gaug']","05 23, 2013",A3UC2M9DFOX0M,ASMEQC,This looks great but not quite,1369267200
17805,B005UWD2J4,"[5, 7]",1,"['rear', 'meter', 'expos', 'veri', 'sensit', 'elment', 'panel', 'fell', 'apart', 'tri', 'instal', 'understand', 'instal', 'plastic', 'box', 'even', 'use', 'panel', 'box', 'make', 'easier', 'less', 'fragil', 'handl']","10 14, 2012",A2TS1Y0QWQ3LA4,Clyden Betbabasi,Lcd digital voltmeter,1350172800
17847,B00603DSGO,"[0, 0]",2,"['bolt', 'easi', 'enough', 'other', 'mention', 'isnt', '34level34', 'antenna', 'tilt', 'furthermor', 'antenna', 'use', 'wouldnt', 'clear', 'stock', 'jeep', 'spare', 'tire', 'make', 'modif', 'anoth', 'bracket', 'mount', 'one', 'over', 'again', 'made', 'bracket', 'begin']","09 6, 2013",A1KWD90M53ZE4F,Jeepers,Get ready to make a modification or two,1378425600
17885,B00650NY6G,"[3, 6]",2,"['say', 'pay', 'fit', 'expens', 'solut', 'protect', 'door', 'chip', 'work', 'put', 'strip', 'semiadhes', 'materi', 'along', 'edg', 'door', 'pack', 'tape', 'more', 'rubberi', 'problem', 'yes', 'protect', 'edg', 'door', 'paint', 'flake', 'ding', 'wont', 'protect', 'door', 'dent', 'larger', 'ding', 'thicker', 'rubber', 'trim', 'buy', 'yes', 'work', 'keep', 'paint', 'place', 'provid', 'bit', 'protect', 'opinion', 'realli', 'isnt', 'worth', 'money', 'provid', 'littl', 'protectioni', 'appli', 'honda', 'ridgelin', 'truck', '4', 'door', 'one', 'set', '2', 'door', 'protect', '2', 'import', 'clean', 'both', 'front', 'edg', 'back', 'side', 'door', 'film', 'stick', 'otherwis', 'fall', 'offonc', 'appli', 'film', 'blend', 'hard', 'see', 'onnow', 'go', 'ding', 'door', 'test', 'initi', 'inspect', 'doesnt', 'look', 'much', 'good', 'put', 'lamin', 'piec', 'paper', 'stomach', 'get', 'hit', 'still', 'go', 'feel', 'still', 'go', 'damag', 'soften', 'blowa', 'littleit', 'nice', 'idea', 'market', 'seen', 'tv', 'item', 'those', 'late', 'night', 'tv', 'shopper', 'novelti', 'item', 'give', 'illus', 'protect', 'want', 'real', 'protect', 'need', 'someth', 'thicker', 'more', 'substanti']","01 30, 2012",A1ZU55TM45Y2R8,J. Haggard,You get what you pay for...  Seems more like a novelty item,1327881600
17895,B0065FRBZ6,"[1, 1]",1,"['bought', 'bag', 'due', 'high', 'rate', 'receiv', 'bag', 'yesterday', 'realli', 'amaz', 'leather', 'shell', 'doubt', 'doesnt', 'feel', 'look', 'real', 'leather', 'look', 'lot', 'rougher', 'show', 'pictureth', 'origin', 'plan', 'put', 'fork', '04', 'vtx1300c', 'doesnt', 'work', 'dont', 'blame', 'bag', 'clear', 'state', 'handl', 'bar', 'bag', 'pretti', 'big', 'go', 'handl', 'bar', 'easili', 'put', 'arizona', 'ice', 'tea', 'extra', 'space', 'end', 'up', 'put', 'back', 'sissi', 'barpro', 'big', 'sturdi', 'low', 'pricecon', 'veri', 'stiff', 'plastic', 'stiffupd', '9172013after', 'use', '15', 'mile', 'sissi', 'bar', 'scratch', 'pain', 'fender', 'hard', 'materi', 'call', 'leather', 'see', 'pictur', 'put', 'up']","09 17, 2013",AZ71F750K09FR,eightGrand,Fuel Helmets SH-BARBAG Black Fuel Handlebar Bag,1379376000
17904,B0065FRBZ6,"[0, 1]",1,"['dont', 'purchas', 'item', 'strap', 'hold', 'handlebar', 'thin', 'find', 'tool', 'bag', 'fli', 'away', 'dont', 'place', 'item', 'bag', 'want', 'way', 'secur', 'anybodi', 'open', 'unless', 'wrap', 'chain', 'lock', 'go', 'nearest', 'motorcycl', 'store', 'purchas', 'money', 'worth', 'know', 'stuff', 'secur', 'away', 'bike']","02 27, 2014",A3AVWE26TRE35Y,Richard D. Will,Freebe bag,1393459200
17931,B0067DNSUI,"[0, 0]",2,"['order', 'vest', 'xl', 'xl', 'size', 'small', 'actual', 'medium', 'go', 'order', 'vest', 'make', 'sure', 'size', 'order', 'three', 'time', 'normal', 'wear', 'order', 'larger', 'order', 'wear', 'hoodi', 'under', 'way', 'fit']","06 20, 2014",A33JWTAYO28QJB,Amazon Customer,Wrong Sizing,1403222400
17932,B0067DNSUI,"[0, 0]",2,"['vest', 'well', 'made', 'xl', 'size', 'order', 'more', 'medium', 'normal', 'wear', 'size', 'larg', 'figur', 'order', 'xlg', 'extra', 'room', 'winter', 'shirt', 'thing', 'fit', 'medium', 'cant', 'even', 'snap', 'lucki', 'friend', 'want']","10 20, 2013",A3JQOM1SI12DH7,cbcool,Quality good - sizing way off,1382227200
